id,properties.amenity,properties.brand,properties.description,properties.opening_hours,properties.short_name,geometry.type,geometry.coordinates,properties.capacity,properties.addr:city,properties.addr:country,properties.addr:postcode,properties.addr:state,properties.location,socket_types
node/10091269882,charging_station,,,,,Point,"[151.0858151, -33.807399]",1,,,,,,
node/10095102213,charging_station,"Tesla, Inc.",Tesla Destination Charger,,Tesla,Point,"[151.1694068, -33.8130165]",,,,,,,
node/10096554725,charging_station,,EHT - Maydena,,,Point,"[146.6290095, -42.754782]",,,,,,,"1, 1"
node/10100811799,charging_station,BP Pulse,BP Pulse,,,Point,"[145.1233653, -37.6802607]",,,,,,,1
node/10118356075,charging_station,Charging the Regions,,,,Point,"[149.1519705, -37.5650496]",,,,,,,1
node/10125281319,charging_station,,,,,Point,"[130.8699148, -12.3746811]",,,,,,,
node/10125281321,charging_station,,,,,Point,"[130.860126, -12.4307902]",,,,,,,
node/10125281322,charging_station,,,,,Point,"[130.8466989, -12.4663857]",,,,,,,
node/10136616439,charging_station,,,,,Point,"[151.1094379, -33.7755511]",6,,,,,,6
node/10147383653,charging_station,,,,,Point,"[115.7977393, -31.8763974]",,,,,,,
node/10156617736,charging_station,BP Pulse,BP Pulse,,,Point,"[145.0069973, -37.9001349]",,,,,,,1
node/10159370719,charging_station,,,,,Point,"[146.5498937, -34.7464753]",,,,,,,1
node/10161079414,charging_station,,,,,Point,"[147.2343632, -43.0708845]",,,,,,,1
node/10172694522,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[149.1520346, -37.5650916]",,,,,,,
node/10177425298,charging_station,,,,,Point,"[151.1706842, -33.8140858]",4,,,,,,
node/10180304091,charging_station,,,,,Point,"[150.4297454, -33.7206902]",,,,,,,
node/10180321115,charging_station,,,,,Point,"[151.1492145, -33.8848452]",,,,,,,
node/10182377477,charging_station,Charging the Regions,,,,Point,"[141.2965659, -37.0366955]",,,,,,,1
node/10182414072,charging_station,,,,,Point,"[153.4097005, -27.9807754]",,,,,,,
node/10184502299,charging_station,,,,,Point,"[144.8082128, -37.7264375]",,,,,,,2
node/10184521127,charging_station,,,,,Point,"[145.0268501, -37.8631061]",,,,,,,2
node/10184551929,charging_station,,,,,Point,"[141.2383789, -36.3777087]",,,,,,,1
node/10184611930,charging_station,,,,,Point,"[142.8409671, -37.7117289]",,,,,,,
node/10184645214,charging_station,,,,,Point,"[144.757421, -36.1135121]",,,,,,,
node/10196181562,charging_station,,,,,Point,"[151.0815506, -33.9815934]",1,,,,,,
node/10203808935,charging_station,,,,,Point,"[147.303553, -42.9802655]",2,,,,,,"2, 2"
node/10203818135,charging_station,,Bring your own cables,,,Point,"[147.2166221, -41.251906]",,,,,,,1
node/10203832127,charging_station,,,,,Point,"[147.2968239, -42.8484746]",1,,,,,,
node/10205558112,charging_station,Charging the Regions,,,,Point,"[147.5912017, -37.1010408]",,,,,,,1
node/10205699729,charging_station,Charging the Regions,,,,Point,"[147.6276789, -37.8255492]",,,,,,,
node/10208662680,charging_station,,,,,Point,"[153.4275587, -28.0353151]",4,,,,,,
node/10208698066,charging_station,,,,,Point,"[151.1267526, -33.8740709]",,,,,,,2
node/10218282678,charging_station,BP Pulse,,,,Point,"[151.0669461, -33.9195544]",,,,,,,1
node/10224669726,charging_station,,,,,Point,"[145.0225411, -37.8808068]",,,,,,,
node/10224669728,charging_station,,,,,Point,"[145.0225886, -37.8808133]",,,,,,,
node/10224962961,charging_station,Woolworths,,,,Point,"[152.9908938, -27.2290784]",2,,,,,,yes
node/10224962962,charging_station,Woolworths,,,,Point,"[152.9908943, -27.2291221]",2,,,,,,yes
node/10232012344,charging_station,,BP Pulse,,,Point,"[151.4443624, -33.3628805]",,,,,,,
node/10234390097,charging_station,,,,,Point,"[138.6558412, -34.8892781]",,,,,,,
node/10235078090,charging_station,,,,,Point,"[147.9099576, -42.5081603]",,,,,,,"1, 1"
node/10241615471,charging_station,,,,,Point,"[148.2422011, -42.092485]",,,,,,,
node/10250262062,charging_station,,,,,Point,"[147.8145103, -42.8870084]",,,,,,,
node/10250489983,charging_station,,,,,Point,"[138.6315391, -34.9160235]",,,,,,,
node/10258355351,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[152.017583, -29.0560795]",4,,,,,,
node/10263943171,charging_station,,,,,Point,"[149.9958809, -34.7190997]",,,,,,,1
node/10263943172,charging_station,,,,,Point,"[150.0006494, -34.7184231]",,,,,,,1
node/10269247316,charging_station,,,,,Point,"[150.1869854, -26.6589037]",,,,,,,
node/10271676341,charging_station,Tesla Supercharger,,,Tesla,Point,"[145.1347209, -37.8377449]",12,,,,,,
node/10296267794,charging_station,,,,,Point,"[150.7889593, -34.0678179]",2,,,,,,
node/10301768369,charging_station,,,,,Point,"[118.1491738, -31.8778574]",,,,,,,
node/10309600584,charging_station,Tesla Supercharger,,,Tesla,Point,"[145.4009851, -36.3843671]",6,,,,,,
node/10312526546,charging_station,,,,,Point,"[144.3398434, -38.228002]",,,,,,,2
node/10314029528,charging_station,,,,,Point,"[150.7889111, -34.0678179]",2,,,,,,
node/10561388116,charging_station,,,,,Point,"[146.1800703, -41.426075]",1,,,,,,1
node/10563108217,charging_station,,,,,Point,"[150.8236391, -34.0532156]",,,,,,,
node/10564461448,charging_station,"Tesla, Inc.",,,Tesla,Point,"[152.0626879, -32.701433]",2,,,,,,
node/10575852367,charging_station,,No Telstra phone coverage in area so RFID needed,,,Point,"[146.9740078, -43.4316033]",,,,,,,
node/10585020728,charging_station,,,,,Point,"[138.6731222, -34.8885406]",,,,,,,
node/10590006365,charging_station,,,,,Point,"[150.8503059, -33.8109506]",2,,,,,,
node/10597363016,charging_station,,may be private?,,,Point,"[146.3414448, -41.1792402]",,,,,,,"1, 1"
node/10600868218,charging_station,RAC,,,,Point,"[116.0358916, -34.4440118]",,,,,,,
node/10606057530,charging_station,,,,,Point,"[145.1319018, -37.908123]",2,,,,,,
node/10607603446,charging_station,,,,,Point,"[151.2559187, -33.7955368]",,,,,,,
node/10628109252,charging_station,,,,,Point,"[151.0177286, -33.9388196]",,,,,,,
node/10647829948,charging_station,,,,,Point,"[151.7371187, -32.7833007]",2,,,,,,1
node/10652018665,charging_station,,,,,Point,"[151.298355, -33.713676]",1,,,,,,
node/10665886981,charging_station,,,,,Point,"[145.3256657, -42.1549]",,,,,,,1
node/10687053371,charging_station,,,,,Point,"[151.1061283, -33.6899794]",2,,,,,,
node/10687069739,charging_station,,,,,Point,"[152.9607488, -26.6312341]",,,,,,,
node/10687073170,charging_station,,,,,Point,"[153.5159181, -28.8613732]",2,,,,,,
node/10698083860,charging_station,Electrona,,24/7,,Point,"[148.3041181, -41.8746986]",2,Bicheno,AU,,TAS,,
node/10708226454,charging_station,,"City of Sydney on street charging, operated by CBRE. Meter ID 50354",,,Point,"[151.2077898, -33.8591188]",2,,,,,,
node/10717941533,charging_station,,,,,Point,"[153.0344427, -27.4221557]",2,,,,,,
node/10720208509,charging_station,,,,,Point,"[151.1993723, -33.8755065]",,,,,,,
node/10720898724,charging_station,,,,,Point,"[146.5329719, -38.1956713]",,,,,,,1
node/10723068483,charging_station,,,,,Point,"[115.8213346, -31.9427278]",2,,,,,,
node/10724628252,charging_station,,,,,Point,"[145.3417866, -38.0932813]",2,,,,,,1
node/10724639943,charging_station,,,,,Point,"[145.2569607, -38.0512314]",4,,,,,,2
node/10724955406,charging_station,,,,,Point,"[145.3490799, -16.4741417]",,,,,,,
node/10738276283,charging_station,,EV charging station. Not yet active as of 2/June/2023,,,Point,"[149.1389146, -35.319776]",,,,,,,2
node/10744208052,charging_station,,,,,Point,"[146.2497942, -36.4400211]",,,,,,,
node/10744312168,charging_station,,,,,Point,"[144.8092326, -37.8467311]",4,,,,,,2
node/10744341618,charging_station,,,,,Point,"[146.3224917, -36.354976]",,,,,,,1
node/10744548980,charging_station,,,,,Point,"[144.5401407, -38.2466402]",,,,,,,"2, 1"
node/10744578942,charging_station,,,,,Point,"[145.0102415, -37.8126532]",4,,,,,,
node/10744581205,charging_station,,,,,Point,"[145.0104534, -37.8128161]",4,,,,,,4
node/10744595484,charging_station,,,,,Point,"[146.8234244, -41.1056353]",,,,,,,
node/10744604228,charging_station,,,,,Point,"[144.6830044, -37.8252377]",,,,,,,"1, 1"
node/10744631135,charging_station,Tesla Supercharger,,,Tesla,Point,"[150.2298378, -34.6092951]",6,,,,,,
node/10747234585,charging_station,Engie,,,,Point,"[145.1645031, -37.8755074]",,,,,,,1
node/10747930958,charging_station,"Tesla, Inc.",,,Tesla,Point,"[147.4595905, -35.1582148]",1,,,,,,
node/10750707216,charging_station,,,,,Point,"[151.2725439, -33.7620961]",1,,,,,,
node/10750707217,charging_station,,,,,Point,"[151.2986321, -33.7194247]",1,,,,,,
node/10770078050,charging_station,,,,,Point,"[144.8276459, -38.371497]",,,,,,,1
node/10770496461,charging_station,,,,,Point,"[145.0489327, -37.2025703]",,,,,,,"1, 1"
node/10770515438,charging_station,,,,,Point,"[144.9523451, -37.2943539]",,,,,,,"1, 1"
node/10772373678,charging_station,ABB,,,,Point,"[147.0779643, -43.1617997]",1,,,,,,"1, 1"
node/10772401236,charging_station,,,,,Point,"[147.5344411, -34.4463073]",,,,,,,1
node/10772422189,charging_station,,,,,Point,"[140.7933056, -37.8323149]",,,,,,,4
node/10772464492,charging_station,Kempower,,,,Point,"[147.3365246, -42.9031473]",80 kW,,,,,,2
node/10774220953,charging_station,Tesla Supercharger,,,Tesla,Point,"[150.8073027, -34.0714958]",12,,,,,,
node/10778712392,charging_station,,,,,Point,"[146.2481059, -36.4384716]",,,,,,,
node/10778861141,charging_station,ChargePoint,,,,Point,"[144.8938508, -37.565088]",1,,,,,,
node/10779001859,charging_station,EVlink,,,,Point,"[144.8805475, -37.5302783]",2,,,,,,
node/10780543260,charging_station,,,,,Point,"[151.1077617, -33.869384]",,,,,,,
node/10783513810,charging_station,,,,,Point,"[150.8914532, -34.4033184]",,,,,,,
node/10792695777,charging_station,,,,,Point,"[149.6927672, -34.7722611]",,,,,,,
node/10796609690,charging_station,EVUp,,,,Point,"[146.8092559, -19.2439428]",2,,,,,,
node/10800544064,charging_station,,,,,Point,"[138.6577314, -33.9027063]",,,,,,,
node/10807470662,charging_station,BP Pulse,,,,Point,"[151.0212095, -33.8196728]",2,,,,,,
node/10807822822,charging_station,,,,,Point,"[144.7243495, -37.5811281]",,,,,,,
node/10815538922,charging_station,Tesla Supercharger,South Point Tuggeranong Supercharger,24/7,Tesla,Point,"[149.0642995, -35.4161685]",6,,,,,,
node/10815562193,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[150.8634156, -34.437819]",,,,,,,
node/10815638128,charging_station,Tesla Supercharger,Tesla Supercharger,,Tesla,Point,"[152.9723139, -27.4995659]",9,,,,,,
node/10815896313,charging_station,"Tesla, Inc.",,,Tesla,Point,"[150.9735895, -33.7309136]",1,,,,,,
node/10815896314,charging_station,"Tesla, Inc.",,,Tesla,Point,"[150.8999909, -34.4143916]",4,,,,,,
node/10817075802,charging_station,"Tesla, Inc.",,,Tesla,Point,"[137.0674367, -35.675634]",1,,,,,,
node/10840954672,charging_station,,,,,Point,"[138.987074, -34.4601303]",,,,,,,
node/10841728252,charging_station,,,,,Point,"[145.1679215, -37.9420423]",,,,,,,
node/10856712697,charging_station,Tesla Supercharger,,,Tesla,Point,"[153.1139672, -27.5778291]",6,,,,,,
node/10861584624,charging_station,,,,,Point,"[153.0898333, -30.3177072]",,,,,,,2
node/10861761260,charging_station,Tesla Supercharger,,,Tesla,Point,"[150.6102525, -33.7451698]",6,,,,,,
node/10863588015,charging_station,,,,,Point,"[151.1911399, -33.9205413]",2,,,,,,
node/10863607717,charging_station,,,,,Point,"[152.9754203, -27.0420869]",2,,,,,,
node/10864661364,charging_station,,,,,Point,"[153.3388969, -27.9235795]",,,,,,,
node/10872527226,charging_station,BP pulse,,,,Point,"[151.2559338, -33.7955533]",,,,,,,
node/10892673392,charging_station,,,,,Point,"[146.0031298, -36.0098583]",2,,,,,,1
node/10892824559,charging_station,,,,,Point,"[147.9729315, -37.8815874]",2,,,,,,1
node/10895054616,charging_station,,,,,Point,"[151.2463108, -33.8747893]",,,,,,,
node/10899273472,charging_station,,,,,Point,"[147.2717452, -42.832093]",,,,,,,
node/10907235224,charging_station,BP Pulse,,,,Point,"[151.1729055, -33.9161106]",,,,,,,
node/10909787138,charging_station,BP Pulse,,,,Point,"[144.898136, -37.5345631]",,,,,,,
node/10919805054,charging_station,,,,,Point,"[151.2265681, -33.9563337]",1,,,,,,
node/10923020181,charging_station,BP Pulse,,,,Point,"[145.2231276, -37.9707686]",,,,,,,
node/10923045686,charging_station,,,,,Point,"[145.0612892, -38.2204701]",,,,,,,4
node/10923134040,charging_station,,,,,Point,"[144.9044702, -38.3683136]",,,,,,,2
node/10923255879,charging_station,,,,,Point,"[130.8968374, -12.3961062]",,,,,,,2
node/10923455696,charging_station,,,,,Point,"[143.3996537, -37.1827215]",,,,,,,
node/10923467119,charging_station,,,,,Point,"[147.6298864, -37.8236524]",,,,,,,1
node/10923519868,charging_station,,,,,Point,"[143.1458587, -38.2303057]",,,,,,,1
node/10923543492,charging_station,,,,,Point,"[141.2762627, -37.9222177]",,,,,,,1
node/10923549956,charging_station,,,,,Point,"[142.0245584, -37.7404408]",2,,,,,,1
node/10924895189,charging_station,,,,,Point,"[150.6929513, -33.7429956]",,,,,,,
node/10925453549,charging_station,Tesla,,24/7,,Point,"[115.904494, -32.0396948]",2,,,,,,
node/10925612987,charging_station,,,,,Point,"[144.0767302, -37.8443654]",,,,,,,1
node/10925613031,charging_station,,,,,Point,"[144.7523843, -37.8048975]",,,,,,,1
node/10925614342,charging_station,,,,,Point,"[142.342789, -37.6495903]",,,,,,,
node/10925614395,charging_station,,,,,Point,"[146.9621128, -36.7291804]",,,,,,,1
node/10925625893,charging_station,,,,,Point,"[147.7230181, -37.9191889]",2,,,,,,1
node/10925645681,charging_station,,,,,Point,"[145.154243, -36.784243]",,,,,,,1
node/10925657911,charging_station,,,,,Point,"[146.9750191, -37.9673797]",,,,,,,1
node/10925696347,charging_station,,,,,Point,"[145.0036062, -37.9062995]",,,,,,,1
node/10925720436,charging_station,,,,,Point,"[151.2690237, -27.179865]",,,,,,,
node/10927958414,charging_station,,,,,Point,"[145.1825279, -38.0884048]",,,,,,,2
node/10931032796,charging_station,,,,,Point,"[145.2184081, -37.9132563]",,,,,,,
node/10931072151,charging_station,,,,,Point,"[145.2304685, -37.8986283]",,,,,,,1
node/10933923525,charging_station,,,,,Point,"[145.0187073, -38.4744469]",,,,,,,1
node/10937312713,charging_station,,,,,Point,"[151.2309416, -33.9610334]",,,,,,,
node/10938919622,charging_station,BP Pulse,,,,Point,"[145.1603959, -37.7039707]",,,,,,,
node/10938996112,charging_station,,,,,Point,"[145.2948225, -37.881819]",,,,,,,1
node/10943436950,charging_station,,,,,Point,"[145.1243715, -38.1399996]",,,,,,,
node/10943888598,charging_station,,,,,Point,"[137.5292589, -33.0300262]",,,,,,,
node/10948726931,charging_station,,,,,Point,"[137.7480411, -35.0849323]",,,,,,,
node/10956385611,charging_station,,,24/7,,Point,"[145.1183979, -37.5105817]",1,,,,,,1
node/10956647220,charging_station,,,,,Point,"[144.3210427, -38.1975552]",,,,,,,2
node/10959087488,charging_station,BP Pulse,,,,Point,"[150.8593146, -33.9887792]",2,,,,,,
node/10967531522,charging_station,,,,,Point,"[115.7205327, -32.5305019]",,,,,,,
node/10971491088,charging_station,,,,,Point,"[151.0650786, -33.7505332]",1,,,,,,
node/10977915310,charging_station,,,,,Point,"[143.3830103, -37.428802]",,,,,,,1
node/10984470645,charging_station,BP Pulse,,,,Point,"[150.9518073, -33.7671757]",2,,,,,,
node/10992560808,charging_station,,,,,Point,"[151.2433755, -33.7513075]",4,,,,,,
node/11004256023,charging_station,,,,,Point,"[150.9955859, -33.8521007]",2,,,,,,1
node/11016679900,charging_station,,,,,Point,"[138.5130494, -34.8695824]",1,,,,,,
node/11016758544,charging_station,,,,,Point,"[151.2375612, -33.8885103]",2,,,,,,
node/11016872776,charging_station,Jolt,,,,Point,"[138.5134782, -34.8610146]",,,,,,,
node/11021093600,charging_station,,,,,Point,"[142.394036, -36.2506357]",,,,3393,VIC,,1
node/11021194892,charging_station,,,,,Point,"[144.5624714, -37.4232451]",,,,,,,1
node/11041250798,charging_station,,,,,Point,"[144.4645623, -38.1862324]",2,,,,,,
node/11043365400,charging_station,Tesla Supercharger,,,Tesla,Point,"[145.218728, -37.9858932]",,,,,,,
node/11043399301,charging_station,Tesla Supercharger,,,Tesla,Point,"[145.0111517, -37.9071507]",4,,,,,,
node/11043868290,charging_station,,,,,Point,"[144.7350086, -37.2775677]",,,,,,,1
node/11048936553,charging_station,Engie,,,,Point,"[150.898387, -33.8504225]",2,,,,,,
node/11049081033,charging_station,,,,,Point,"[145.0409495, -38.2730919]",,,,,,,
node/11049270181,charging_station,,,24/7,,Point,"[145.5140998, -37.6538335]",2,,,,,,1
node/11049290237,charging_station,,,,,Point,"[145.3737771, -37.656863]",2,,,,,,
node/11049292149,charging_station,,,24/7,,Point,"[145.7111581, -37.1919518]",2,,,,,,1
node/11049294289,charging_station,,,,,Point,"[144.6590581, -38.2679563]",,,,,,,
node/11050379972,charging_station,,,,,Point,"[145.3534525, -37.9082794]",,,,,,,1
node/11055831302,charging_station,,,,,Point,"[145.0296259, -37.8555678]",,,,,,,1
node/11060799096,charging_station,,,,,Point,"[149.4397081, -35.2577259]",,,,,,,
node/11073160376,charging_station,,,,,Point,"[143.8237383, -37.5351644]",7,,,,,,
node/11079299253,charging_station,,,,,Point,"[151.0646034, -33.9047467]",2,,,,,,
node/11085593508,charging_station,Tesla Supercharger,,,Tesla,Point,"[143.784678, -37.5429448]",,,,,,,
node/11092548399,charging_station,Ezy Charger,,,,Point,"[151.0840316, -28.4137758]",,,,,,,
node/11108914408,charging_station,Jolt,,,,Point,"[138.6733784, -34.8792237]",,,,,,,
node/11117784408,charging_station,,,,,Point,"[142.9297211, -37.2820317]",,,,,,,1
node/11118158089,charging_station,,,,,Point,"[145.0860961, -37.9103331]",,,,,,,1
node/11119093383,charging_station,,,,,Point,"[122.2412521, -17.9535876]",,,,,,,
node/11129264613,charging_station,,,,,Point,"[131.0084993, -12.5064456]",,,,,,,1
node/11129535113,charging_station,,,,,Point,"[151.3214629, -33.4275068]",,,,,,,
node/11135601782,charging_station,,"2 off 5kW chargers, free",,,Point,"[151.2933539, -33.6777006]",,,,,,,
node/11137132736,charging_station,,,,,Point,"[145.032662, -37.7794587]",,,,,,,2
node/11137421689,charging_station,,,,,Point,"[150.6399463, -34.2817965]",,,,,,,
node/11137421690,charging_station,,,,,Point,"[150.6364305, -34.2821859]",,,,,,,
node/11140163995,charging_station,Electric Highway Tasmania,,,,Point,"[147.3119932, -42.9758665]",,,,7050,TAS,,"2, 2"
node/11140224982,charging_station,"Tesla, Inc.",,,Tesla,Point,"[150.4138196, -34.4880018]",6,,,,,,
node/11140229945,charging_station,,,24/7,,Point,"[144.6711485, -37.8965087]",4,,,,,,
node/11142742081,charging_station,,,,,Point,"[143.5931753, -38.3413412]",,,,,,,2
node/11142747612,charging_station,BP Pulse,,,,Point,"[145.2541767, -37.7985627]",,,,,,,
node/11142747613,charging_station,,,,,Point,"[145.2963129, -37.8232059]",,,,,,,
node/11142763864,charging_station,,,,,Point,"[144.7554035, -37.6940479]",,,,,,,
node/11155180657,charging_station,Tesla Supercharger,,,Tesla,Point,"[147.3397911, -35.1309893]",6,,,,,,
node/11158866814,charging_station,,,,,Point,"[145.039637, -38.2242104]",,,,,,,
node/11167384460,charging_station,,,,,Point,"[150.9165225, -33.6832925]",1,,,,,,
node/11175994294,charging_station,,,,,Point,"[144.1403106, -37.3090229]",,,,,,,1
node/11176002637,charging_station,,,,,Point,"[143.8945183, -37.4224534]",,,,,,,1
node/11184921745,charging_station,,,,,Point,"[144.9222367, -37.6770375]",,,,,,,2
node/11189565177,charging_station,,,,,Point,"[151.1038722, -33.9077366]",2,,,,,,
node/11189621827,charging_station,,,,,Point,"[136.8033794, -31.2553855]",1,,,,,,
node/11189656496,charging_station,,,,,Point,"[135.7496446, -30.9677042]",1,,,,,,
node/11217247140,charging_station,Charging the Regions,,,,Point,"[145.9448225, -38.4758989]",,,,,,,1
node/11217250326,charging_station,Charging the Regions,,,,Point,"[146.0128144, -38.5773347]",,,,,,,1
node/11217255913,charging_station,Charging the Regions,,,,Point,"[145.8256, -38.4327834]",,,,,,,1
node/11219920873,charging_station,Tesla Supercharger,,,Tesla,Point,"[144.9807906, -37.8683054]",,,,,,,
node/11221448525,charging_station,,,,,Point,"[145.0686042, -37.7588379]",,,,,,,
node/11221461253,charging_station,,,,,Point,"[145.1281439, -37.7869143]",,,,,,,2
node/11221609471,charging_station,,,,,Point,"[150.8064303, -34.4857516]",,,,,,,
node/11228046134,charging_station,,,,,Point,"[144.4522173, -37.2490363]",,,,,,,1
node/11228085088,charging_station,,,,,Point,"[146.6870107, -36.3580999]",2,,,,,,1
node/11228098627,charging_station,,,,,Point,"[143.4745278, -37.0899146]",,,,,,,
node/11234771568,charging_station,,,,,Point,"[145.953366, -38.1674817]",,,,,,,1
node/11242774690,charging_station,Jolt,,,,Point,"[145.266605, -37.8410374]",,,,,,,
node/11242854532,charging_station,,,,,Point,"[153.4124115, -27.9603586]",2,,,,,,
node/11254805479,charging_station,EVlink,,,,Point,"[145.0502541, -37.9369598]",6,,,,,,
node/11258008348,charging_station,,,,,Point,"[150.8513323, -33.7355105]",2,,,,,,
node/11263803078,charging_station,,,,,Point,"[145.8804055, -34.8063865]",,,,,,,
node/11276547806,charging_station,,,,,Point,"[145.9842966, -36.5506276]",,,,,,,1
node/11278409135,charging_station,,,,,Point,"[144.2766532, -36.7569325]",,,,,,,
node/11280883851,charging_station,Tesla Supercharger,,,Tesla,Point,"[146.3265843, -36.3530438]",,,,,,,
node/11289934645,charging_station,Tesla Supercharger,,,Tesla,Point,"[148.914061, -34.8436719]",12,,,,,,
node/11290026319,charging_station,Tesla Supercharger,,,Tesla,Point,"[147.317546, -35.7226725]",9,,,,,,
node/11330332493,charging_station,,,,,Point,"[138.614269, -33.8355095]",,,,,,,
node/11334781754,charging_station,,,,,Point,"[142.4848481, -38.3890481]",,,,,,,1
node/11335132177,charging_station,,,,,Point,"[145.1436383, -37.900927]",,,,,,,
node/11335189892,charging_station,,,,,Point,"[150.6218055, -33.7655858]",,,,,,,
node/11335199123,charging_station,,,,,Point,"[150.4520408, -33.7209721]",,,,,,,
node/11340711533,charging_station,,,,,Point,"[138.7502878, -34.597429]",2,,,,,,
node/11343836754,charging_station,,,,,Point,"[118.2782104, -31.4824333]",,,,,,,
node/11345075655,charging_station,,,,,Point,"[151.1220937, -34.029301]",4,,,,,,
node/11350711593,charging_station,,,,,Point,"[144.3249846, -38.3312269]",,,,,,,1
node/11363461220,charging_station,,,,,Point,"[145.0848785, -38.0083659]",,,,,,,1
node/11363471775,charging_station,,,,,Point,"[144.7099486, -36.923434]",,,,,,,
node/11363483511,charging_station,,,,,Point,"[142.2386167, -38.3837032]",2,,,,,,
node/11365114635,charging_station,,,,,Point,"[150.43701, -34.4467455]",,,,,,,1
node/11365136257,charging_station,,,,,Point,"[150.9330041, -33.775792]",,,,,,,
node/11365173050,charging_station,BP Pulse,,,,Point,"[150.9591384, -33.7127533]",,,,,,,
node/11365214134,charging_station,,,,,Point,"[150.9761633, -33.7277947]",,,,,,,2
node/11365333103,charging_station,,,,,Point,"[146.8865974, -36.1216586]",,,,,,,1
node/11365343113,charging_station,,,,,Point,"[137.5314002, -33.0265422]",,,,,,,
node/11365378588,charging_station,,,,,Point,"[136.9290812, -33.6851271]",,,,,,,
node/11365383504,charging_station,,,,,Point,"[138.1462203, -34.1860685]",,,,,,,
node/11365384558,charging_station,,,,,Point,"[138.6146999, -35.0195836]",,,,,,,
node/11365392374,charging_station,Chargefox,,,,Point,"[135.4620227, -33.0472046]",2,,,,,,
node/11365395410,charging_station,,,,,Point,"[138.9943901, -34.4747077]",,,,,,,
node/11365406878,charging_station,,,,,Point,"[137.7599939, -32.490268]",,,,,,,
node/11365413603,charging_station,,,,,Point,"[134.1989642, -32.7975963]",2,,,,,,
node/11365424991,charging_station,,,,,Point,"[139.8438335, -36.8391079]",,,,,,,
node/11365424997,charging_station,,,,,Point,"[140.9087627, -35.2610559]",,,,,,,
node/11365426315,charging_station,,,,,Point,"[139.9870005, -34.1817125]",,,,,,,
node/11365433327,charging_station,,,,,Point,"[139.6709899, -34.0366131]",,,,,,,
node/11365555254,charging_station,,,,,Point,"[138.6668488, -34.7187434]",,,,,,,
node/11365605210,charging_station,,,,,Point,"[138.5956065, -34.7591516]",,,,,,,
node/11365927573,charging_station,,,,,Point,"[136.415446, -33.1460327]",2,,,,,,
node/11367720683,charging_station,,,,,Point,"[142.7810413, -37.0568641]",,,,,,,1
node/11367761844,charging_station,,,,,Point,"[147.9063048, -36.1956744]",,,,,,,1
node/11372241486,charging_station,,,,,Point,"[150.9281721, -33.7004394]",2,,,,,,
node/11375022640,charging_station,,,,,Point,"[136.4172294, -33.1350807]",2,,,,,,2
node/11376091854,charging_station,Charging the Regions,,,,Point,"[146.082548, -38.6942826]",,,,,,,1
node/11376098457,charging_station,Charging the Regions,,,,Point,"[146.2008759, -38.6532191]",,,,,,,1
node/11377314807,charging_station,Tesla Supercharger,,,Tesla,Point,"[147.632675, -37.8244565]",,,,,,,
node/11384855150,charging_station,,,,,Point,"[144.8928132, -37.7366668]",,,,,,,1
node/11386697708,charging_station,Tesla Supercharger,,,Tesla,Point,"[146.9136376, -36.0790815]",,,,,,,
node/11386820692,charging_station,,,,,Point,"[138.8335411, -32.973401]",,,,,,,
node/11386821436,charging_station,,,,,Point,"[140.7429382, -36.9570803]",,,,,,,
node/11395425005,charging_station,,,,,Point,"[144.170628, -38.0473092]",,,,,,,1
node/11395449317,charging_station,,,,,Point,"[145.9436282, -38.4779021]",,,,,,,1
node/11395749542,charging_station,Tesla Supercharger,,,Tesla,Point,"[142.7814323, -37.0546434]",,,,,,,
node/11404710581,charging_station,,,,,Point,"[145.2622369, -37.7907099]",,,,,,,1
node/11406998570,charging_station,,,24/7,,Point,"[153.0644252, -26.4004039]",,,,4566,,,
node/11413716984,charging_station,,,,,Point,"[145.8255061, -38.4345088]",,,,,,,1
node/11413873598,charging_station,,,,,Point,"[121.7806754, -32.195829]",,,,,,,
node/11413941452,charging_station,,,,,Point,"[145.6132606, -37.7808512]",,,,,,,1
node/11413950126,charging_station,,,,,Point,"[145.3542395, -37.9101188]",6,,,,,,6
node/11415799827,charging_station,,,,,Point,"[141.1829709, -35.2632634]",,,,,,,1
node/11419885107,charging_station,,,,,Point,"[150.8051711, -34.0720222]",,,,,,,1
node/11419886723,charging_station,,,,,Point,"[150.8651092, -33.9555586]",,,,,,,
node/11422466181,charging_station,,,,,Point,"[150.9995054, -33.792786]",,,,,,,4
node/11425324344,charging_station,Tesla Supercharger,,,Tesla,Point,"[153.5443699, -28.1737957]",,,,,,,
node/11425340896,charging_station,,,,,Point,"[150.7408388, -33.745528]",,,,,,,1
node/11427578131,charging_station,BP Pulse,,,,Point,"[150.6922171, -33.7435121]",,,,,,,
node/11430520548,charging_station,,,,,Point,"[144.9791857, -37.4138766]",,,,,,,1
node/11433418128,charging_station,Tesla Supercharger,,,Tesla,Point,"[152.8271948, -31.4573909]",6,,,,,,
node/11433579681,charging_station,Tesla Supercharger,,,Tesla,Point,"[145.0419354, -37.8452917]",12,,,,,,
node/11433584698,charging_station,Tesla Supercharger,,,Tesla,Point,"[144.99606, -37.8391816]",,,,,,,
