id,lat,lon,amenity,opening_hours,brand,brand:wikidata,name,operator,operator:wikidata,brand:wikipedia,operator:wikipedia,socket:type1,access,capacity,fee,socket:tesla,socket:type2,addr:housenumber,addr:street,description,short_name,socket:tesla_supercharger,socket:tesla_supercharger:output,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,addr:city,addr:country,addr:postcode,addr:state,source,location,website,authentication:app,authentication:nfc,socket:chademo,socket:chademo:output,socket:type2:output,socket:type2_combo,socket:type2_combo:output,motorcar,note,parking:fee,ref:ocm,socket:type1:output,bicycle,scooter,addr:suburb,alt_name,authentication:none,output,charging_station:output,charge,network,temporary:access,covered,level,source:operator,payment:app,fixme,ref,socket:tesla_destination,socket:tesla_standard,socket:tesla_standard:output,authentication:membership_card,maxstay,socket:tesla_destination:output,payment,voltage,payment:credit_cards,socket:chademo:power,socket:type2_combo:power,manufacturer,operator:website,socket:type2_cable,no:network,payment:contactless,socket:type1_combo,socket:type1_combo:output,bus,hgv,payment:none,motorcycle,amperage,payment:free,not:brand:wikidata,phone:AU,addr:unit,addr:floor,addr:housename,office,phone,start_date,wikidata,wikimedia_commons,wikipedia,survey:date,payment:via_tesla_app,socket:type2:power,socket:j1772,socket:type2:current,socket:type2:voltage,payment:tap_to_pay,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,parking,payment:via_app,socket:wall,url,network:wikidata,socket,indoor,branch,payment:cash,payment:coins,payment:mastercard,payment:visa,check_date,construction,payment:debit_cards,ele,payment:cards,payment:membership_card,payment:qr_code,not:operator:wikidata,socket:unknown,payment:apple_pay,man_made,socket:ccs:output
7672020234,-19.3194992,146.8284661,charging_station,,Evie Networks,,,Evie Networks,Q105795220,,,,,2,,,,,,,,,,,,,,,,,,,yes,yes,1,350,,1,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7742159359,-34.6396148,143.5644882,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,,,,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7745584029,-27.6766678,152.9036312,charging_station,,,,,,,,,,yes,4,no,,,,,,,,,,,,,,,,,,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,add socket type counts. Are they all type 2's?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769026737,-35.1205066,139.2770491,charging_station,,,,,Chargefox,Q105775824,,,,,2,yes,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,0.40 Aud per kWh,,,,,,,,,,,,,,,,,yes,50 kW,350 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7811188174,-42.1356399,146.2290933,charging_station,24/7,,,,Electric Highway Tasmania,Q105834331,,,,yes,1,yes,,1,,,,,,,,,,,,,,,,,,1,50 kW,22 kW,1,50 kW,yes,,,,,,,Derwent Bridge,,,,,0.25 AU/kWh,Chargefox,,,,,,,,,,,,,,,,,,,Tritium,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7814409569,-42.0788206,145.5554413,charging_station,24/7,Electric Highway Tasmania,,,Electric Highway Tasmania,Q105834331,,,,yes,1,yes,,1,,Driffield Street,,,,,,,,,7467,TAS,,,,,,1,50 kW,22 kW,1,50 kW,yes,,,,,,,Queenstown,,,,,0.25 AU/kWh,Chargefox,,,,,,,4108,,,,,,,,,,,,Tritium,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7816558586,-34.8412265,148.9124032,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,yes,2,no,,,,,NRMA Fast Charger,,,,,,,,,,,,https://www.mynrma.com.au/cars-and-driving/electric-vehicles/charging-network,,,2,50 kW,50 kW,,,,,no,,,,,,,,,100 kW,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7818245016,-37.9208333,145.1400183,charging_station,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7842335713,-33.4257824,149.5813787,charging_station,,,,,EO,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853763889,-35.2998964,149.190361,charging_station,,,,,,,,,,yes,1,no,,1,,,Majura Park Destination Charger,,,,,,,,,,,,,,,,,7 kW,,,,,,,,,,,,,7 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853779128,-35.279627,149.1283604,charging_station,,,,,Evie Networks,Q105795220,,,,,1,yes,,,,,ActewAGL Civic Rapid Charger,,,,,,,,,,,,,,,1,50 kW,,1,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853799488,-35.2801903,149.1354521,charging_station,,,,,,,,,,,4,no,,4,,,Secure Parking EV Chargers,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853821459,-31.4581377,152.8274176,charging_station,,NRMA,,,NRMA,Q6955173,,en:NRMA,,,2,no,,,,,Sovereign Place NRMA Fast Charger,,,,,,,,,,,,,,,2,50 kW,,2,50 kW,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858748739,-35.3224367,149.165535,charging_station,Mo-Su 06:00-20:00,,,,Chargefox,Q105775824,,,,,1,no,,,,,SG Fleet Fyshwick,,,,,,,,,,,,,yes,,1,25 kW,,1,25 kW,,,no,,,,,,,,25 kW,,,Chargefox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7862093042,-33.8908025,151.2762714,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882866714,-41.5236168,146.6510431,charging_station,,,,,Meander Valley Council,,,,,yes,1,no,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885621574,-42.8814091,147.3322907,charging_station,24/7,,,,City of Hobart,Q1621560,,,,yes,1,no,,,,,,,,,,,,,,,,,,,,1,50 kW,,1,50 kW,yes,,yes,OCM-167436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tritium,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908350351,-42.6817118,146.7164989,charging_station,Mo-Su 09:00-17:00,,,,Mt Field Visitor Centre,,,,,customers,1,no,,1,,,,,,,,,,,,,,,,,,,,22 kW,,,yes,,,,,,,National Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916500373,-43.0312044,147.0474304,charging_station,24/7,,,,Huon Valley Council,,,,,yes,1,no,,1,,,,,,,,,,,,,,,,,,,,22 kW,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7932870081,-35.1083685,147.3735986,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,,2,,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7935846174,-33.1006924,118.4624195,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951263438,-43.163457,146.9268457,charging_station,24/7,,,,Huon Valley Council,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,1,50 kW,,1,50 kW,yes,,,,,,,,,,,,,Chargefox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7956430892,-26.6628606,153.0500396,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,Evie Networks,,,,,,,,,,,,https://goevie.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7959130026,-32.0503475,150.8664641,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,,,,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961393123,-35.2401819,139.4404743,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,Evie Networks Fast Charger,,,,,,,,,,,,https://goevie.com.au/,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7987569797,-38.5366421,143.9742629,charging_station,,,,,,,,,1,yes,1,,,,,,Lorne Visitor Information Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021537952,-42.8818357,147.3333345,charging_station,24/7,,,,TasPorts,,,,,yes,1,no,,1,,,,,,,,,,,,,,,,,,,,22 kW,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021537953,-42.8816834,147.3354788,charging_station,24/7,,,,TasPorts,,,,,yes,1,no,,1,,,,,,,,,,,,,,,,,,,,22 kW,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8023428147,-27.4157668,153.077346,charging_station,,,,,Evie Networks,Q105795220,,,,,4,,,,,,,,,,,,,,,,,,https://goevie.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8028020165,-36.7111262,142.201977,charging_station,,,,,Chargefox,Q105775824,,,,yes,8,yes,,,,,,,,,,,,,,,,,,,,4,350 kW,,4,350 kW,,,,,,,,,,,,,0.60 AUD/kWh,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041302706,-41.0498769,145.90733,charging_station,24/7,Electric Highway Tasmania,,,Electric Highway Tasmania,Q105834331,,,,yes,1,yes,,1,,,,,,,,,,,,,,,,,,1,50 kW,22 kW,1,50 kW,,,,,,,,,,,,,0.25 AU/kWh,,,,,,,,,,,,,,,,,,,,Tritium,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8095263593,-33.2831945,115.7417543,charging_station,,,,,Chargefox,Q105775824,,,,,2,,,,,,Treendale Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122913262,-23.3821063,150.5132751,charging_station,,Yurika,,,Yurika,Q106234391,,,,,2,,,2,,,QESH - Rockhampton,,,,,,,,,,,,,yes,yes,1,50,22,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122913263,-23.3558309,150.5222122,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8133502030,-30.5119326,151.6696956,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,,1,,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148294052,-33.7693688,150.7352534,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163934715,-32.593669,149.586206,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,,,,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167428500,-41.1776609,146.3593825,charging_station,24/7,Electric Highway Tasmania,,,Electric Highway Tasmania,Q105834331,,,,yes,2,yes,,1,,,,,,,,,,,,,,,,,,1,50 kW,22 kW,1,50 kW,,,,,,,,,,,,,0.25 AU/kWh,,,,,,,,,,,,,,,,,,,,Tritium,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169947525,-33.7671436,150.9548236,charging_station,,,,,Evie Networks,Q105795220,,,,yes,350,yes,,,,,Evie Seven Hills,,,,,,,,,,,,https://goevie.com.au/,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8173029604,-33.9791934,115.7649217,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8190129317,-33.280911,149.0994869,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,,"en:Tesla, Inc.",,,,,,,,,,Tesla Destination Charger,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192505717,-33.3333919,149.0432132,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,,"en:Tesla, Inc.",,,,,,,,,,Tesla Destination Charger,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8195721669,-37.6784969,145.0730497,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,Evie Networks,,,,,,,,,,,,https://goevie.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8209129030,-29.0572225,152.0189641,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,,,,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8219338731,-37.7227909,144.5721618,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,Evie Networks,,,,,,,,,,,,https://goevie.com.au/,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241597113,-33.8254745,151.2414403,charging_station,,,,,Evie Networks,Q105795220,,,,,2,,,,,,,,,,,,,,,,,,https://goevie.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241642779,-34.524747,138.9586197,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,,2,,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241696310,-34.2857972,140.6035481,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,yes,2,yes,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,$0.60AUD/kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8253300980,-33.8340931,148.6944413,charging_station,24/7,,,,NRMA,Q6955173,,en:NRMA,,,,no,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,1,50kW,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8280062891,-37.0508473,143.741488,charging_station,,Charging the Regions,Q106320264,,Central Victorian Greenhouse Alliance,Q106320329,,,,yes,2,,,,,,CTR Maryborough,,,,,,,,,,,,,yes,,1,50 kW,,1,50 kW,,,,,,,,,,,,,,Evie Networks,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8280179360,-37.9279602,145.1431387,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Next to Westall Road entrance and car wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302152508,-33.4190492,149.5866349,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,"Tesla, Inc.",Q478214,en:Tesla Supercharger,,,,6,,,,,,Tesla Supercharger,Tesla,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8309916935,-26.6871515,153.0042582,charging_station,,Yurika,,,Yurika,Q106234391,,,,,2,,,2,,,QESH - Forest Glen,,,,,,,,,,,,,yes,yes,1,50,22,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8317195266,-35.3549489,145.7250878,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,,,,,,,,NRMA Fast Charger,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320308514,-28.0293919,153.434591,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8333995490,-38.6680598,145.6055893,charging_station,,,,,Chargefox,Q105775824,,,,yes,2,no,,,,,Chargefox Charging Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8340141563,-41.0035878,147.3947423,charging_station,Mo-Su 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8353962063,-41.3228603,148.2483219,charging_station,24/7,Electric Highway Tasmania,,,Electric Highway Tasmania,Q105834331,,,,yes,2,yes,,1,,,,,,,,,,,,,,,,,,1,50 kW,22 kW,1,50 kW,,,,,,,,St Helens,,,,,0.25 AU/kWh,,,,,,,,,,,,,,,,,,,,Tritium,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8366243660,-42.8641403,147.3689883,charging_station,24/7,,,,Clarence Council,,,,,yes,1,no,,1,,,BYO charge cables. Cables are locked away but  key available from Council to open cupboard during office hours.,,,,,,,,,,,,,,,,,,,,yes,,no,,,,,Rosny,,,,,,Chargefox,,,,,,,Station#1234,,,,,2 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8384096764,-38.757058,143.6683449,charging_station,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8390250930,-31.4637923,152.8221638,charging_station,,,,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8407794646,-42.1237047,148.0752161,charging_station,24/7,Electric Highway Tasmania,,,Electric Highway Tasmania,Q105834331,,,,yes,2,yes,,1,,,,,,,,,,,,,,,,,,1,50 kW,22 kW,1,50 kW,yes,,,,,,,Swansea,,,,,0.25 AU/kWh,Electric Highway Tasmania,,,,,,,,,,,,,,,,,,,Tritium,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8441518529,-37.8810561,147.9849476,charging_station,,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,Tesla Destination Charger,Tesla,,,,,,,,,,,,,,,,,,,,"The superchargers are the large white standalone stations, destination chargers are the smaller silver ones on a business wall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8443926799,-31.9480278,115.8489479,charging_station,,,,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8451336892,-42.8753548,147.324019,charging_station,,,,,Audi,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tritium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8456443961,-38.4513659,145.2402838,charging_station,,,,,EVolution,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8477352112,-37.9713319,145.2237568,charging_station,,,,Evie Dandenong North,Evie Networks,Q105795220,,,,,,,,,,,Evie Networks Fast Chargers,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8490556835,-42.7006711,147.2511179,charging_station,24/7,Evie Networks,,,Evie Networks,Q105795220,,,,,2,yes,,,,,Evie Networks Brighton,,,,,,,,,,,,https://www.goevie.com.au,yes,,2,100 kW,,2,350 kW,yes,,,,,,,,,,,,,Evie Networks,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8490588005,-41.5824743,145.9366036,charging_station,,,,,Tasmanian Parks & Wildlife,,,,,yes,1,no,,1,,,,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8505686311,-30.7101732,152.919807,charging_station,,,,,Evie Networks,Q105795220,,,,,4,,,,,,Evie Networks Fast Charger,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8512844540,-36.575759,143.8676039,charging_station,,Charging the Regions,Q106320264,,Central Victorian Greenhouse Alliance,Q106320329,,,,,2,,,,,,Charging the Regions,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8520707717,-38.4513302,145.2402851,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,Tesla,,,,,,2,,,,,,,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
